2	1	3	79.9874
2	1	4	160.036
2	1	5	239.9406
2	1	6	319.918
3	2	4	39.9574
3	2	1	59.944
3	2	5	79.8862
3	2	6	119.836
5	3	1	20.011
5	3	6	39.9736
5	3	2	80.0768
5	3	4	359.9545
2	4	3	39.9201
2	4	5	320.1135
2	4	6	359.9851
2	4	1	380.024
2	5	1	19.997
2	5	3	40.0362
2	5	4	80.1832
2	5	6	359.9319
2	6	3	40.061
2	6	1	60.0271
2	6	4	80.106
2	6	5	119.986
