1	2	0.0000
1	3	79.9874
1	4	160.0360
1	5	239.9406
1	6	319.9180
2	3	0.0000
2	4	39.9574
2	1	59.9440
2	5	79.8862
2	6	119.8360
3	5	0.0000
3	1	20.0110
3	6	39.9736
3	2	80.0768
3	4	359.9545
4	2	0.0000
4	3	39.9201
4	5	320.1135
4	6	359.9851
4	1	380.0240
5	2	0.0000
5	1	19.9970
5	3	40.0362
5	4	80.1832
5	6	359.9319
6	2	0.0000
6	3	40.0610
6	1	60.0271
6	4	80.1060
6	5	119.9860
