Macierz kowariancji dla wyrównanych wspó³rzêdnych [m]

dx_1	dy_1	dx_2	dy_2	dx_3	dy_3	dx_4	dy_4	dx_5	dy_5	dx_6	dy_6	
0.000002540444	-0.000000058124	0.000000718971	-0.000000099682	0.000000382362	0.000000938816	-0.000002050111	0.000001713933	-0.000001919113	-0.000001724766	0.000000327446	-0.000000770177	
-0.000000058124	0.000001594518	-0.000001910621	0.000000584488	-0.000000272818	-0.000002649464	0.000001873419	-0.000001540246	0.000001124503	0.000000640850	-0.000000756358	0.000001369855	
0.000000718971	-0.000001910621	0.000005849681	-0.000000428374	0.000001824195	0.000005059668	-0.000004894540	0.000002166853	-0.000003402691	-0.000002714802	-0.000000095616	-0.000002172724	
-0.000000099682	0.000000584488	-0.000000428374	0.000001350098	0.000000476917	-0.000001493866	0.000000672096	-0.000000773161	0.000000370209	0.000000034796	-0.000000991165	0.000000297645	
0.000000382362	-0.000000272818	0.000001824195	0.000000476917	0.000003193351	0.000001389881	-0.000003621603	0.000000379210	-0.000002025115	-0.000001656756	0.000000246811	-0.000000316433	
0.000000938816	-0.000002649464	0.000005059668	-0.000001493866	0.000001389881	0.000008166041	-0.000003985453	0.000002318684	-0.000003334359	-0.000003367798	-0.000000068554	-0.000002973596	
-0.000002050111	0.000001873419	-0.000004894540	0.000000672096	-0.000003621603	-0.000003985453	0.000008276473	-0.000003401291	0.000003654747	0.000002747357	-0.000001364966	0.000002093871	
0.000001713933	-0.000001540246	0.000002166853	-0.000000773161	0.000000379210	0.000002318684	-0.000003401291	0.000005911988	-0.000002565984	-0.000004374877	0.000001707280	-0.000001542388	
-0.000001919113	0.000001124503	-0.000003402691	0.000000370209	-0.000002025115	-0.000003334359	0.000003654747	-0.000002565984	0.000006053729	0.000003423490	-0.000002361558	0.000000982143	
-0.000001724766	0.000000640850	-0.000002714802	0.000000034796	-0.000001656756	-0.000003367798	0.000002747357	-0.000004374877	0.000003423490	0.000005895197	-0.000000074523	0.000001171832	
0.000000327446	-0.000000756358	-0.000000095616	-0.000000991165	0.000000246811	-0.000000068554	-0.000001364966	0.000001707280	-0.000002361558	-0.000000074523	0.000003247884	0.000000183320	
-0.000000770177	0.000001369855	-0.000002172724	0.000000297645	-0.000000316433	-0.000002973596	0.000002093871	-0.000001542388	0.000000982143	0.000001171832	0.000000183320	0.000001676653	
