Macierz kowariancji dla wyrównanych wspó³rzêdnych [m]

kat(2-1-3)	kat(2-1-4)	kat(2-1-5)	kat(2-1-6)	kat(3-2-4)	kat(3-2-1)	kat(3-2-5)	kat(3-2-6)	kat(5-3-1)	kat(5-3-6)	kat(5-3-2)	kat(5-3-4)	kat(2-4-3)	kat(2-4-5)	kat(2-4-6)	kat(2-4-1)	kat(2-5-1)	kat(2-5-3)	kat(2-5-4)	kat(2-5-6)	kat(2-6-3)	kat(2-6-1)	kat(2-6-4)	kat(2-6-5)	dl(1-2)	
0.000000737036	0.000000127747	0.000000061242	-0.000000011736	-0.000000188053	-0.000000171019	-0.000000052552	0.000000010564	0.000000379295	0.000000002812	-0.000000186722	-0.000000072443	0.000000302333	0.000000081847	0.000000111924	0.000000144782	-0.000000057225	0.000000239274	-0.000000053654	0.000000091511	0.000000178971	-0.000000193319	-0.000000086693	0.000000028396	0.000000000000	
0.000000127747	0.000000850882	0.000000229973	0.000000034792	0.000000232690	-0.000000181674	-0.000000007811	0.000000023957	0.000000036016	0.000000061746	0.000000089943	0.000000233368	-0.000000089265	-0.000000075990	-0.000000004509	0.000000436518	0.000000056110	-0.000000082132	0.000000164512	0.000000020384	-0.000000052155	-0.000000170839	0.000000204224	-0.000000011385	0.000000000000	
0.000000061242	0.000000229973	0.000000773283	0.000000178078	-0.000000067375	-0.000000247647	0.000000137988	-0.000000021750	-0.000000304876	-0.000000162984	-0.000000118471	-0.000000160675	0.000000025171	0.000000044762	-0.000000074248	0.000000049700	0.000000387648	-0.000000019517	-0.000000160600	-0.000000049555	-0.000000022764	-0.000000047819	-0.000000119874	0.000000110182	-0.000000000000	
-0.000000011736	0.000000034792	0.000000178078	0.000000772133	-0.000000041135	-0.000000121669	-0.000000084453	0.000000267518	-0.000000116538	0.000000306346	0.000000016867	0.000000046870	0.000000071139	-0.000000022888	0.000000258192	-0.000000045741	0.000000140863	0.000000067586	0.000000020430	0.000000215027	0.000000021961	0.000000382946	-0.000000050461	-0.000000136944	0.000000000000	
-0.000000188053	0.000000232690	-0.000000067375	-0.000000041135	0.000000356915	0.000000229651	0.000000188425	0.000000169179	-0.000000100003	-0.000000067970	-0.000000141600	0.000000292752	0.000000077438	-0.000000057926	-0.000000032801	0.000000105426	-0.000000026149	-0.000000046825	0.000000110564	-0.000000005199	-0.000000095549	0.000000019337	0.000000154935	0.000000014048	0.000000000000	
-0.000000171019	-0.000000181674	-0.000000247647	-0.000000121669	0.000000229651	0.000000362718	0.000000245090	0.000000220104	-0.000000021241	-0.000000081240	-0.000000212940	0.000000071700	0.000000054989	0.000000072274	0.000000043171	-0.000000048607	-0.000000130020	-0.000000032150	0.000000056834	0.000000040641	-0.000000088403	0.000000020945	0.000000052718	0.000000065627	0.000000000000	
-0.000000052552	-0.000000007811	0.000000137988	-0.000000084453	0.000000188425	0.000000245090	0.000000378263	0.000000274034	-0.000000082455	-0.000000133195	-0.000000274994	-0.000000064899	0.000000021670	0.000000072305	0.000000046696	0.000000048854	0.000000004815	-0.000000103269	-0.000000117532	0.000000095047	-0.000000132235	-0.000000113396	-0.000000038913	0.000000199275	0.000000000000	
0.000000010564	0.000000023957	-0.000000021750	0.000000267518	0.000000169179	0.000000220104	0.000000274034	0.000000595666	0.000000027858	0.000000160353	-0.000000202809	-0.000000006795	0.000000026836	0.000000043966	0.000000202286	0.000000074882	-0.000000075680	-0.000000071224	-0.000000060890	0.000000101674	-0.000000232503	-0.000000108044	-0.000000224201	-0.000000219958	0.000000000000	
0.000000379295	0.000000036016	-0.000000304876	-0.000000116538	-0.000000100003	-0.000000021241	-0.000000082455	0.000000027858	0.000000393380	0.000000131204	0.000000035327	-0.000000020865	0.000000043811	-0.000000030584	0.000000110327	0.000000114778	-0.000000243662	0.000000047129	-0.000000048132	0.000000129460	0.000000068019	-0.000000165637	-0.000000017534	0.000000019146	-0.000000000000	
0.000000002812	0.000000061746	-0.000000162984	0.000000306346	-0.000000067970	-0.000000081240	-0.000000133195	0.000000160353	0.000000131204	0.000000322709	0.000000209631	0.000000006375	-0.000000135286	-0.000000113580	0.000000167279	0.000000048476	-0.000000111029	-0.000000076436	-0.000000048355	0.000000159971	-0.000000047276	0.000000064754	-0.000000061045	-0.000000133577	-0.000000000000	
-0.000000186722	0.000000089943	-0.000000118471	0.000000016867	-0.000000141600	-0.000000212940	-0.000000274994	-0.000000202809	0.000000035327	0.000000209631	0.000000434989	-0.000000020122	-0.000000313511	-0.000000184705	-0.000000044768	0.000000018604	-0.000000056417	-0.000000159995	-0.000000051312	-0.000000002692	-0.000000022549	0.000000006736	0.000000016441	-0.000000074877	-0.000000000000	
-0.000000072443	0.000000233368	-0.000000160675	0.000000046870	0.000000292752	0.000000071700	-0.000000064899	-0.000000006795	-0.000000020865	0.000000006375	-0.000000020122	0.000000610037	0.000000337407	-0.000000387324	-0.000000161445	0.000000012315	-0.000000024076	0.000000085021	-0.000000029673	-0.000000057383	0.000000033291	0.000000125365	0.000000138101	-0.000000115488	-0.000000000000	
0.000000302333	-0.000000089265	0.000000025171	0.000000071139	0.000000077438	0.000000054989	0.000000021670	0.000000026836	0.000000043811	-0.000000135286	-0.000000313511	0.000000337407	0.000000573480	-0.000000144693	-0.000000083876	-0.000000111714	0.000000058490	0.000000291841	-0.000000088925	-0.000000049492	0.000000151388	0.000000099291	-0.000000033275	-0.000000054658	-0.000000000000	
0.000000081847	-0.000000075990	0.000000044762	-0.000000022888	-0.000000057926	0.000000072274	0.000000072305	0.000000043966	-0.000000030584	-0.000000113580	-0.000000184705	-0.000000387324	-0.000000144693	0.000000600683	0.000000177314	0.000000054210	0.000000044731	0.000000112400	0.000000470451	-0.000000066952	0.000000027160	0.000000005420	0.000000075422	-0.000000038612	0.000000000000	
0.000000111924	-0.000000004509	-0.000000074248	0.000000258192	-0.000000032801	0.000000043171	0.000000046696	0.000000202286	0.000000110327	0.000000167279	-0.000000044768	-0.000000161445	-0.000000083876	0.000000177314	0.000000269505	0.000000071463	-0.000000077774	-0.000000001928	0.000000097816	0.000000230670	0.000000009761	0.000000099077	0.000000034418	0.000000075080	0.000000000000	
0.000000144782	0.000000436518	0.000000049700	-0.000000045741	0.000000105426	-0.000000048607	0.000000048854	0.000000074882	0.000000114778	0.000000048476	0.000000018604	0.000000012315	-0.000000111714	0.000000054210	0.000000071463	0.000000282485	-0.000000047761	-0.000000067457	0.000000110782	0.000000066224	-0.000000045010	-0.000000169231	0.000000102007	0.000000040195	0.000000000000	
-0.000000057225	0.000000056110	0.000000387648	0.000000140863	-0.000000026149	-0.000000130020	0.000000004815	-0.000000075680	-0.000000243662	-0.000000111029	-0.000000056417	-0.000000024076	0.000000058490	0.000000044731	-0.000000077774	-0.000000047761	0.000000252812	0.000000051602	0.000000013766	-0.000000103961	0.000000021068	0.000000086522	-0.000000028243	-0.000000023465	-0.000000000000	
0.000000239274	-0.000000082132	-0.000000019517	0.000000067586	-0.000000046825	-0.000000032150	-0.000000103269	-0.000000071224	0.000000047129	-0.000000076436	-0.000000159995	0.000000085021	0.000000291841	0.000000112400	-0.000000001928	-0.000000067457	0.000000051602	0.000000263264	0.000000168844	-0.000000092354	0.000000154784	0.000000106660	0.000000022472	-0.000000124398	-0.000000000000	
-0.000000053654	0.000000164512	-0.000000160600	0.000000020430	0.000000110564	0.000000056834	-0.000000117532	-0.000000060890	-0.000000048132	-0.000000048355	-0.000000051312	-0.000000029673	-0.000000088925	0.000000470451	0.000000097816	0.000000110782	0.000000013766	0.000000168844	0.000000698547	-0.000000167197	0.000000063846	0.000000138154	0.000000269269	-0.000000223840	-0.000000000000	
0.000000091511	0.000000020384	-0.000000049555	0.000000215027	-0.000000005199	0.000000040641	0.000000095047	0.000000101674	0.000000129460	0.000000159971	-0.000000002692	-0.000000057383	-0.000000049492	-0.000000066952	0.000000230670	0.000000066224	-0.000000103961	-0.000000092354	-0.000000167197	0.000000410807	0.000000060990	0.000000153994	0.000000123797	0.000000404180	0.000000000000	
0.000000178971	-0.000000052155	-0.000000022764	0.000000021961	-0.000000095549	-0.000000088403	-0.000000132235	-0.000000232503	0.000000068019	-0.000000047276	-0.000000022549	0.000000033291	0.000000151388	0.000000027160	0.000000009761	-0.000000045010	0.000000021068	0.000000154784	0.000000063846	0.000000060990	0.000000207776	0.000000166061	0.000000146715	0.000000161258	-0.000000000000	
-0.000000193319	-0.000000170839	-0.000000047819	0.000000382946	0.000000019337	0.000000020945	-0.000000113396	-0.000000108044	-0.000000165637	0.000000064754	0.000000006736	0.000000125365	0.000000099291	0.000000005420	0.000000099077	-0.000000169231	0.000000086522	0.000000106660	0.000000138154	0.000000153994	0.000000166061	0.000000511935	0.000000226458	0.000000148641	-0.000000000000	
-0.000000086693	0.000000204224	-0.000000119874	-0.000000050461	0.000000154935	0.000000052718	-0.000000038913	-0.000000224201	-0.000000017534	-0.000000061045	0.000000016441	0.000000138101	-0.000000033275	0.000000075422	0.000000034418	0.000000102007	-0.000000028243	0.000000022472	0.000000269269	0.000000123797	0.000000146715	0.000000226458	0.000000413554	0.000000309086	0.000000000000	
0.000000028396	-0.000000011385	0.000000110182	-0.000000136944	0.000000014048	0.000000065627	0.000000199275	-0.000000219958	0.000000019146	-0.000000133577	-0.000000074877	-0.000000115488	-0.000000054658	-0.000000038612	0.000000075080	0.000000040195	-0.000000023465	-0.000000124398	-0.000000223840	0.000000404180	0.000000161258	0.000000148641	0.000000309086	0.000000823413	0.000000000000	
-0.000000000000	-0.000000000000	0.000000000000	0.000000000000	-0.000000000000	-0.000000000000	-0.000000000000	-0.000000000000	-0.000000000000	-0.000000000000	0.000000000000	0.000000000000	0.000000000000	-0.000000000000	-0.000000000000	-0.000000000000	0.000000000000	0.000000000000	-0.000000000000	-0.000000000000	-0.000000000000	0.000000000000	-0.000000000000	-0.000000000000	0.000000000001	
